id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:27:32,2022-08-01 08:32:15,2022-08-01 08:32:16,2022-08-01 08:27:32,113.991615,22.603485,0,0,66229.4,1,1,13,339
8330,2022-08-01 08:30:01,2022-08-01 08:32:15,2022-08-01 08:32:15,2022-08-01 06:51:48,113.996726,22.61132,0,305,70655.8,1,0,1,0
8335,2022-08-01 08:29:23,2022-08-01 08:32:08,2022-08-01 08:32:08,2022-08-01 07:58:08,113.99131,22.599334,0,149,65915.9,1,0,13,337
8345,2022-08-01 08:32:19,2022-08-01 08:32:18,2022-08-01 08:32:19,2022-08-01 06:33:33,113.994361,22.605899,21,57,54477.7,2,1,10,151
8371,2022-08-01 08:32:13,2022-08-01 08:32:16,2022-08-01 08:32:13,2022-08-01 06:55:55,113.995689,22.596286,20,37,74763.9,2,1,5,584
8421,2022-08-01 08:31:02,2022-08-01 08:32:17,2022-08-01 08:32:17,2022-08-01 07:19:03,113.991569,22.599494,0,126,65947.0,2,0,1,524
8447,2022-08-01 08:31:52,2022-08-01 08:32:07,2022-08-01 08:32:07,2022-08-01 07:53:30,113.994598,22.595655,0,326,78073.5,1,0,10,270
8458,2022-08-01 08:32:18,2022-08-01 08:32:18,2022-08-01 08:32:18,2022-08-01 06:50:50,113.991424,22.603502,24,279,66153.3,1,1,13,174
8470,2022-08-01 08:32:10,2022-08-01 08:32:09,2022-08-01 08:32:10,2022-08-01 06:34:14,113.994018,22.604532,18,155,61820.6,1,1,5,253
8471,2022-08-01 08:32:14,2022-08-01 08:32:13,2022-08-01 08:32:14,2022-08-01 07:32:10,113.990257,22.60309,5,172,71506.9,1,1,13,104
18447,2022-08-01 08:32:05,2022-08-01 08:32:14,2022-08-01 08:32:11,2022-07-30 11:42:10,113.998252,22.606054,0,259,42140.3,1,0,2,136
