id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:02:24,2022-08-01 08:02:24,2022-08-01 08:02:24,2022-08-01 06:51:48,113.992195,22.602886,16,319,70651.1,1,1,13,191
8335,2022-08-01 08:01:52,2022-08-01 08:02:22,2022-08-01 08:02:22,2022-08-01 07:58:08,113.997489,22.610532,0,140,65910.9,1,0,1,528
8345,2022-08-01 08:02:33,2022-08-01 08:02:32,2022-08-01 08:02:33,2022-08-01 06:33:33,113.997512,22.605985,15,294,54470.7,1,0,3,187
8371,2022-08-01 08:02:11,2022-08-01 08:02:26,2022-08-01 08:02:26,2022-08-01 06:55:55,113.997482,22.610689,0,298,74757.8,1,0,1,0
8411,2022-08-01 08:02:28,2022-08-01 08:02:31,2022-08-01 08:02:28,2022-08-01 06:50:11,113.992042,22.600809,24,350,51229.6,1,1,13,226
8421,2022-08-01 07:57:57,2022-08-01 08:02:27,2022-08-01 08:02:27,2022-08-01 07:19:03,113.991531,22.599519,0,144,65943.0,2,0,1,522
8447,2022-08-01 08:00:18,2022-08-01 08:02:33,2022-08-01 08:02:33,2022-08-01 07:53:30,113.997352,22.610641,0,179,78070.5,1,0,1,540
8458,2022-08-01 08:02:32,2022-08-01 08:02:32,2022-08-01 08:02:32,2022-08-01 06:50:50,113.998435,22.60592,19,31,66148.2,2,0,12,545
8471,2022-08-01 08:02:32,2022-08-01 08:02:32,2022-08-01 08:02:32,2022-08-01 07:32:10,113.992256,22.602825,20,219,71505.7,1,1,5,271
18447,2022-08-01 08:02:18,2022-08-01 08:02:21,2022-08-01 08:02:18,2022-07-30 11:42:10,113.997383,22.610588,5,118,42135.6,1,0,1,534
