id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:27:32,2022-08-01 08:32:00,2022-08-01 08:32:01,2022-08-01 08:27:32,113.991615,22.603483,0,0,66229.4,1,1,13,339
8330,2022-08-01 08:30:01,2022-08-01 08:32:00,2022-08-01 08:32:00,2022-08-01 06:51:48,113.996734,22.611316,0,305,70655.8,1,0,1,0
8335,2022-08-01 08:29:23,2022-08-01 08:32:08,2022-08-01 08:32:08,2022-08-01 07:58:08,113.99131,22.599334,0,149,65915.9,1,0,13,337
8345,2022-08-01 08:32:04,2022-08-01 08:32:04,2022-08-01 08:32:04,2022-08-01 06:33:33,113.993652,22.605512,15,73,54477.6,2,1,10,237
8371,2022-08-01 08:32:01,2022-08-01 08:32:04,2022-08-01 08:32:01,2022-08-01 06:55:55,113.995277,22.595928,22,59,74763.8,2,1,5,643
8421,2022-08-01 08:31:02,2022-08-01 08:32:02,2022-08-01 08:32:02,2022-08-01 07:19:03,113.991569,22.599498,0,126,65947.0,2,0,1,524
8447,2022-08-01 08:31:52,2022-08-01 08:32:07,2022-08-01 08:32:07,2022-08-01 07:53:30,113.994598,22.595655,0,326,78073.5,1,0,10,270
8458,2022-08-01 08:32:04,2022-08-01 08:32:04,2022-08-01 08:32:04,2022-08-01 06:50:50,113.992172,22.60293,23,312,66153.2,1,1,13,190
8470,2022-08-01 08:31:54,2022-08-01 08:31:54,2022-08-01 08:31:54,2022-08-01 06:34:14,113.993545,22.605285,22,141,61820.5,1,0,5,295
8471,2022-08-01 08:29:43,2022-08-01 08:31:58,2022-08-01 08:31:59,2022-08-01 07:32:10,113.990242,22.603137,0,176,71506.9,1,1,13,113
18447,2022-08-01 08:32:05,2022-08-01 08:32:08,2022-08-01 08:32:05,2022-07-30 11:42:10,113.998336,22.606073,15,249,42140.3,1,0,2,145
