id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:58:49,2022-08-01 09:03:18,2022-08-01 09:03:19,2022-08-01 08:27:32,113.997489,22.610557,0,54,66233.9,1,0,1,526
8330,2022-08-01 09:03:27,2022-08-01 09:03:29,2022-08-01 09:03:27,2022-08-01 06:51:48,113.991996,22.60095,17,344,70658.1,2,1,1,383
8335,2022-08-01 09:02:47,2022-08-01 09:03:17,2022-08-01 09:03:17,2022-08-01 07:58:08,113.994537,22.595737,0,9,65920.1,1,1,2,1224
8345,2022-08-01 09:03:30,2022-08-01 09:03:29,2022-08-01 09:03:30,2022-08-01 06:33:33,113.995376,22.606668,14,242,54479.7,1,0,4,269
8365,2022-08-01 09:03:21,2022-08-01 09:03:21,2022-08-01 09:03:21,2022-08-01 06:58:33,113.996948,22.605939,22,110,59554.2,2,1,11,160
8371,2022-08-01 09:01:01,2022-08-01 09:03:26,2022-08-01 09:03:22,2022-08-01 06:55:55,113.990562,22.603492,0,267,74771.2,2,0,1,0
8411,2022-08-01 09:03:22,2022-08-01 09:03:26,2022-08-01 09:03:22,2022-08-01 06:50:11,113.998352,22.601987,14,348,51241.3,2,0,7,114
8421,2022-08-01 09:03:27,2022-08-01 09:03:27,2022-08-01 09:03:27,2022-08-01 07:19:03,113.997314,22.610761,8,336,65953.1,2,0,6,0
8447,2022-08-01 09:01:42,2022-08-01 09:03:16,2022-08-01 09:03:17,2022-08-01 09:01:42,113.991706,22.60345,0,0,78075.5,2,1,1,350
8458,2022-08-01 09:03:26,2022-08-01 09:03:29,2022-08-01 09:03:26,2022-08-01 06:50:50,113.992004,22.600433,27,189,66159.7,1,1,5,439
8470,2022-08-01 09:03:24,2022-08-01 09:03:24,2022-08-01 09:03:24,2022-08-01 06:34:14,113.997673,22.610511,15,150,61828.2,1,0,1,521
8471,2022-08-01 09:03:28,2022-08-01 09:03:28,2022-08-01 09:03:28,2022-08-01 07:32:10,113.997474,22.610662,13,116,71511.3,1,0,1,540
18447,2022-08-01 09:03:24,2022-08-01 09:03:27,2022-08-01 09:03:24,2022-07-30 11:42:10,113.993423,22.596254,20,304,42146.9,1,1,10,127
