id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:58:49,2022-08-01 09:03:03,2022-08-01 09:03:04,2022-08-01 08:27:32,113.997489,22.610557,0,54,66233.9,1,0,1,526
8330,2022-08-01 09:03:09,2022-08-01 09:03:09,2022-08-01 09:03:09,2022-08-01 06:51:48,113.991958,22.600139,13,20,70658.0,2,1,1,461
8335,2022-08-01 09:02:47,2022-08-01 09:03:17,2022-08-01 09:03:17,2022-08-01 07:58:08,113.994537,22.595737,0,9,65920.1,1,1,2,1224
8345,2022-08-01 09:03:14,2022-08-01 09:03:14,2022-08-01 09:03:14,2022-08-01 06:33:33,113.996063,22.60655,17,291,54479.7,1,1,3,84
8365,2022-08-01 09:03:12,2022-08-01 09:03:12,2022-08-01 09:03:12,2022-08-01 06:58:33,113.996528,22.606096,19,113,59554.1,2,1,11,204
8371,2022-08-01 09:01:01,2022-08-01 09:03:11,2022-08-01 09:03:07,2022-08-01 06:55:55,113.990562,22.603492,0,267,74771.2,2,0,1,0
8411,2022-08-01 09:03:13,2022-08-01 09:03:16,2022-08-01 09:03:13,2022-08-01 06:50:11,113.998611,22.601711,25,319,51241.3,2,0,7,152
8421,2022-08-01 09:03:15,2022-08-01 09:03:15,2022-08-01 09:03:15,2022-08-01 07:19:03,113.997611,22.610565,18,308,65953.1,2,0,6,0
8447,2022-08-01 09:01:42,2022-08-01 09:03:16,2022-08-01 09:03:17,2022-08-01 09:01:42,113.991706,22.60345,0,0,78075.5,2,1,1,350
8458,2022-08-01 09:03:12,2022-08-01 09:03:15,2022-08-01 09:03:12,2022-08-01 06:50:50,113.991867,22.601243,27,151,66159.6,1,1,5,354
8470,2022-08-01 09:03:15,2022-08-01 09:03:15,2022-08-01 09:03:15,2022-08-01 06:34:14,113.997482,22.610599,4,120,61828.2,1,0,1,533
8471,2022-08-01 09:03:16,2022-08-01 09:03:16,2022-08-01 09:03:16,2022-08-01 07:32:10,113.997367,22.610658,4,48,71511.3,1,0,1,542
18447,2022-08-01 09:03:10,2022-08-01 09:03:13,2022-08-01 09:03:10,2022-07-30 11:42:10,113.994117,22.596103,20,264,42146.9,1,1,10,197
