id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:51:13,2022-08-01 08:51:12,2022-08-01 08:51:13,2022-08-01 08:27:32,113.998359,22.601926,15,338,66231.9,2,0,7,121
8335,2022-08-01 08:51:09,2022-08-01 08:51:09,2022-08-01 08:51:09,2022-08-01 07:58:08,113.993812,22.604703,8,314,65916.7,2,1,1,420
8365,2022-08-01 08:51:20,2022-08-01 08:51:20,2022-08-01 08:51:20,2022-08-01 06:58:33,113.991874,22.600011,13,210,59551.1,1,1,13,290
8371,2022-08-01 08:51:08,2022-08-01 08:51:12,2022-08-01 08:51:08,2022-08-01 06:55:55,113.997413,22.603149,24,72,74768.5,1,0,7,186
8411,2022-08-01 08:51:14,2022-08-01 08:51:17,2022-08-01 08:51:14,2022-08-01 06:50:11,113.991981,22.602344,23,25,51238.6,1,1,13,153
8421,2022-08-01 08:51:11,2022-08-01 08:51:10,2022-08-01 08:51:11,2022-08-01 07:19:03,113.995254,22.60651,22,196,65950.0,1,0,4,226
8458,2022-08-01 08:51:17,2022-08-01 08:51:20,2022-08-01 08:51:17,2022-08-01 06:50:50,113.997375,22.610786,9,133,66157.8,1,0,1,533
8470,2022-08-01 08:50:37,2022-08-01 08:51:16,2022-08-01 08:51:17,2022-08-01 06:34:14,113.994895,22.595769,0,49,61825.2,2,1,5,691
8471,2022-08-01 08:47:40,2022-08-01 08:51:10,2022-08-01 08:51:10,2022-08-01 07:32:10,113.997421,22.610639,0,192,71511.3,1,0,1,537
18447,2022-08-01 08:46:53,2022-08-01 08:51:11,2022-08-01 08:51:08,2022-07-30 11:42:10,113.997543,22.610574,0,97,42143.9,1,0,1,0
